ID,tour_num,D_TRA1_SMONTH,D_TRA1_S_Day,D_TRA1_COST,D_TRA1_NUM,D_TRA1_1_SPOT,over_sati,inten_revis,inten_recom,BSEX,SAGE,BJOB,BEDU,BMAR,BARA
2107071024A_180049,1,7,0,300000,8,38100,4,4,3,1,38,1,3,2,2
21080510341_321173,1,11,1,500000,2,39020,5,4,4,1,26,12,4,1,2
21080510341_345542,1,11,0,150000,3,38090,5,4,4,2,27,1,4,1,2
21080510991_295928,1,12,0,60000,2,38070,4,4,4,1,28,1,4,1,2
21080520781_4498,1,1,0,150000,3,37010,4,4,4,1,24,12,4,1,2
21080520781_4565,1,1,3,200000,4,38030,4,4,4,2,37,3,4,2,2
21080530191_33976,1,2,1,300000,2,38090,4,4,4,1,31,1,4,1,2
21080530191_34005,1,2,0,300000,4,37020,4,4,4,1,21,12,4,1,2
21080530991_62790,1,3,0,100000,3,38090,4,4,4,1,28,1,4,1,2
2108054061A_321256,1,11,0,120000,2,38050,5,4,4,1,38,1,4,1,2
2108054061A_321277,1,11,0,100000,2,38330,5,4,5,2,28,1,4,1,2
2108054061A_321288,1,11,0,100000,4,38110,4,4,4,2,37,11,4,2,2
2108054116A_294826,1,12,0,100000,3,38070,4,4,4,2,36,1,4,2,2
2108054178A_4221,1,1,0,150000,2,33380,4,4,4,1,34,1,4,2,2
2108054246A_34008,1,2,0,250000,4,37020,4,4,4,2,29,1,4,1,2
2108054246A_34013,1,2,0,150000,2,38030,4,4,4,1,28,1,4,1,2
2108054246A_34032,1,2,0,200000,4,38050,4,4,4,1,38,3,4,2,2
2108054246A_34038,1,2,0,150000,4,38050,4,4,4,2,34,11,4,2,2
2108055033A_59990,1,3,0,150000,2,37400,3,3,3,1,33,1,4,1,2
2108055033A_60012,1,3,0,300000,4,38310,4,4,3,2,22,12,4,1,2
2108055185A_119654,1,5,0,150000,4,38100,4,4,4,1,25,12,4,1,2
2108055235A_147687,1,6,0,100000,3,37050,4,4,4,1,34,1,4,2,2
2108055235A_147700,1,6,1,200000,1,39010,3,3,3,2,34,1,4,1,2
21080560181_90187,1,4,0,100000,2,38100,3,3,3,1,25,12,4,1,2
21080560181_90189,1,4,1,300000,2,38090,4,4,4,2,32,1,3,1,2
2108056112A_180085,1,7,0,150000,3,37020,4,4,4,2,33,11,3,2,2
2108056112A_180100,1,7,0,300000,4,35010,4,4,4,2,29,1,4,2,2
2108056112A_180112,1,7,0,60000,2,38070,3,3,3,1,21,12,4,1,2
21080570441_119694,1,5,0,150000,2,38090,5,4,4,1,37,1,4,1,2
21080580631_147745,1,6,0,150000,2,38340,4,4,4,1,32,1,4,1,2
2108058070A_207564,1,8,0,100000,2,38090,4,4,4,2,36,11,3,2,2
21080601161_180124,1,7,0,80000,2,38030,4,4,3,2,27,1,4,1,2
21080601161_180132,1,7,0,150000,2,38050,4,4,4,1,22,12,4,1,2
21080601161_180142,1,7,0,120000,3,38380,3,3,3,2,38,11,4,2,2
21080601161_180148,1,7,0,100000,4,38350,4,3,3,1,35,1,4,2,2
2108061007A_321555,1,11,0,120000,2,36020,5,5,4,2,31,1,4,1,2
2108061007A_321574,1,11,0,150000,2,38350,4,4,4,1,37,2,4,1,2
2108062021A_4299,1,1,0,200000,3,38100,5,4,4,2,35,11,4,2,2
2108062021A_4308,1,1,1,250000,4,38100,4,4,4,1,25,12,4,1,2
2108063011A_34064,1,2,0,150000,2,38370,4,4,4,1,32,1,4,1,2
2108063011A_34076,1,2,1,800000,4,32060,4,4,4,2,28,1,4,1,2
2108063159A_88885,1,4,0,150000,2,37020,4,4,4,2,38,11,4,2,2
21090530031_207656,1,8,0,200000,2,38090,4,4,4,2,32,1,4,1,2
2109053069A_119739,1,5,0,130000,2,38320,4,4,4,2,33,1,4,1,2
2109053069A_119745,1,5,0,70000,2,38080,4,4,4,1,24,12,4,1,2
2109054045A_147836,1,6,2,500000,3,38050,4,4,4,1,35,1,4,2,2
2109056072A_180178,1,7,0,60000,1,22070,4,4,4,2,34,1,4,1,2
2109056072A_180202,1,7,0,120000,2,37020,4,4,4,1,30,1,4,1,2
21090580151_268021,1,10,0,150000,2,38090,4,4,4,1,32,1,3,1,2
21090580151_268030,1,10,0,150000,2,38030,4,4,4,1,28,12,4,1,2
21090590521_296008,1,12,0,150000,3,38330,4,4,4,2,37,11,4,2,2
21090620571_4620,1,1,1,200000,4,38080,4,4,4,1,29,1,4,1,2
2109062109A_209239,1,8,1,300000,3,33380,4,4,4,2,37,11,3,2,2
2109062186A_236495,1,9,1,150000,1,38080,4,4,4,1,32,1,4,1,2
21090640661_34147,1,2,0,100000,2,38100,4,4,4,2,26,1,4,2,2
21090640661_34161,1,2,0,200000,2,38350,4,5,5,2,33,1,4,1,2
2109064159A_321360,1,11,0,150000,2,22010,4,4,4,2,36,1,4,1,2
2109064159A_321373,1,11,0,400000,2,38070,4,4,4,1,27,1,4,1,2
21090651511_60105,1,3,1,250000,2,26030,4,4,4,2,27,1,4,1,2
2109065183A_4659,1,1,2,500000,4,37020,5,4,4,1,36,1,4,2,2
2109066048A_34179,1,2,0,200000,2,38090,4,4,4,2,22,12,4,1,2
2109067019A_60175,1,3,0,100000,3,38090,4,4,4,1,32,1,4,1,2
2109067019A_60195,1,3,0,300000,1,35010,4,4,3,2,28,1,4,1,2
2109067092A_90923,1,4,1,300000,2,35010,4,4,4,2,38,1,4,1,2
2109067092A_90932,1,4,0,250000,5,38090,4,4,4,1,24,12,4,1,2
2109067092A_90939,1,4,0,150000,2,38090,4,4,4,2,24,1,4,1,2
2109067092A_90941,1,4,1,200000,2,38390,4,4,4,1,33,1,4,2,2
21090671491_89802,1,4,2,300000,3,38100,4,3,4,2,38,11,4,2,2
2109067190A_119829,1,5,0,150000,3,37020,5,4,4,2,22,12,4,1,2
2109067190A_119909,1,5,0,300000,4,36020,4,4,4,1,24,12,4,1,2
2109068038A_147892,1,6,1,200000,4,38050,3,4,4,2,35,1,4,2,2
2109069081A_209262,1,8,2,800000,3,39010,4,4,4,2,28,1,4,1,2
2109070027A_238406,1,9,0,300000,2,11020,4,4,4,2,27,1,4,1,2
2109070098A_267215,1,10,0,100000,2,38050,4,4,4,1,28,12,4,1,2
2109070163A_323026,1,11,0,600000,1,38070,4,4,4,2,26,1,4,1,2
2109071037A_345031,1,12,0,200000,2,38050,4,4,4,1,37,1,4,1,2
21090720471_147949,1,6,0,200000,4,38080,4,4,4,1,38,1,3,1,2
21090720471_147957,1,6,0,50000,2,26310,4,4,4,2,37,1,3,1,2
21090721161_180323,1,7,1,200000,4,38350,5,4,4,2,27,13,4,1,2
21090721161_180330,1,7,0,20000,1,38070,4,4,4,1,35,1,4,1,2
2109073006A_4713,1,1,1,250000,4,38350,5,4,4,1,37,1,4,2,2
21090731001_209337,1,8,1,150000,1,38320,4,4,4,1,34,1,4,2,2
2109073162A_34247,1,2,1,250000,2,37020,5,4,4,2,28,3,4,1,2
2109074060A_62807,1,3,1,300000,4,38080,4,4,4,1,24,12,4,1,2
2109074060A_62858,1,3,0,150000,2,37020,4,4,4,2,25,1,4,1,2
2109074117A_89876,1,4,0,70000,2,38080,4,4,4,2,24,12,4,1,2
2109074117A_89880,1,4,0,270000,4,38100,4,4,3,1,39,3,4,2,2
2109075044A_119994,1,5,1,300000,4,38080,4,4,4,2,22,12,4,1,2
2109075104A_148027,1,6,0,200000,1,11020,4,4,4,1,37,1,4,2,2
2109075104A_231745,1,6,0,400000,4,37040,4,4,4,2,28,1,4,1,2
21090751311_239398,1,9,0,200000,2,26310,4,4,4,1,32,1,4,2,2
2110051052A_177880,1,7,0,200000,2,38050,4,4,4,1,38,1,3,2,2
21100510961_267372,1,10,0,120000,4,26310,4,5,4,1,24,12,4,1,2
21100520981_323127,1,11,1,500000,4,35330,5,4,4,2,32,1,4,1,2
21100520981_323147,1,11,1,200000,4,38080,5,5,5,2,21,12,4,1,2
2110052105A_209377,1,8,1,500000,2,11240,4,3,3,1,35,1,4,2,2
2110052105A_209394,1,8,1,300000,3,37020,4,4,4,2,34,11,4,2,2
2110052105A_209401,1,8,1,800000,4,38350,4,4,4,2,26,1,4,1,2
21100530751_295504,1,12,0,150000,3,38050,4,4,4,1,34,1,4,2,2
21100550221_142383,1,1,3,250000,3,38030,4,4,4,1,22,1,3,2,2
21100550221_4776,1,1,1,500000,4,38030,4,4,4,2,22,12,4,1,2
2110055096A_267426,1,10,0,50000,3,38110,4,4,4,2,37,11,3,2,2
21100551481_34313,1,2,1,400000,2,37020,4,4,4,2,27,1,4,1,2
21100560901_60290,1,3,0,30000,1,38030,3,3,3,2,27,1,4,1,2
2110056136A_322654,1,11,0,150000,2,26030,4,4,4,1,32,1,4,1,2
2110057030A_294246,1,12,1,400000,3,37080,5,4,4,2,34,1,4,2,2
2110057030A_294249,1,12,2,500000,2,37010,5,4,4,1,34,1,4,1,2
2110057030A_294270,1,12,1,300000,2,38050,5,4,4,2,23,12,4,1,2
2110057168A_4824,1,1,0,150000,3,38100,4,4,4,2,22,12,4,1,2
21100580401_120264,1,5,0,100000,2,38050,5,4,4,2,29,3,4,1,2
21100581091_148063,1,6,1,250000,1,39010,3,3,3,2,25,1,4,1,2
2110059042A_34357,1,2,1,350000,2,36310,4,4,4,1,25,12,4,1,2
2110059042A_34392,1,2,1,300000,4,37010,4,4,4,2,21,12,4,1,2
21100600241_180398,1,7,1,500000,3,38350,4,4,4,1,32,1,4,1,2
2110060066A_60340,1,3,0,200000,2,38110,4,4,4,2,26,1,4,1,2
2110061060A_90998,1,4,0,150000,2,38110,4,4,4,1,24,12,4,1,2
2110061060A_91051,1,4,0,200000,2,38090,4,4,4,2,25,12,4,1,2
21100610731_209454,1,8,1,500000,3,37020,4,4,4,2,32,11,4,2,2
2110061144A_118852,1,5,1,200000,4,38350,5,5,5,1,38,1,4,2,2
2110061144A_118871,1,5,1,350000,4,38050,5,4,4,2,22,12,4,1,2
21100621401_237893,1,9,0,200000,3,38090,4,4,4,1,27,1,4,1,2
21100621401_237911,1,9,2,1000000,4,39010,5,4,4,2,35,1,4,1,2
2110062156A_177919,1,7,1,250000,4,38080,4,4,4,2,21,12,4,1,2
2110062156A_177924,1,7,0,50000,2,38110,4,4,4,1,38,1,4,1,2
2110062156A_177943,1,7,1,400000,4,38100,4,4,4,1,28,1,4,1,2
2110062225A_209517,1,8,1,500000,3,38350,4,4,4,1,38,1,4,2,2
2110062225A_209560,1,8,1,400000,4,38050,4,4,4,1,23,12,4,1,2
2110063079A_267439,1,10,0,50000,2,38110,5,4,4,2,36,1,4,1,2
2110063131A_321436,1,11,1,300000,3,36060,5,4,4,1,35,3,4,2,2
2110063131A_321447,1,11,1,300000,2,38350,5,4,4,2,27,1,4,1,2
2110064021A_292923,1,12,2,500000,2,35050,5,4,4,2,27,1,4,1,2
2110064021A_292994,1,12,1,600000,4,38100,5,4,4,2,36,1,4,2,2
21100650711_267510,1,10,0,60000,2,26310,4,4,4,1,23,12,4,1,2
21100650711_267514,1,10,0,150000,2,36020,4,4,4,2,34,1,4,1,2
2110065079A_4898,1,1,1,250000,1,32030,4,4,4,1,37,1,4,1,2
2110065079A_4928,1,1,0,400000,4,37020,4,4,4,2,21,12,4,1,2
21100660131_321716,1,11,1,300000,2,36330,5,5,4,1,35,1,4,1,2
21100660131_321733,1,11,1,300000,2,36020,5,4,4,2,27,1,4,1,2
21100660131_321758,1,11,1,400000,3,36010,5,4,4,1,27,1,4,1,2
21110510361_293086,1,12,0,100000,2,22010,5,5,4,2,22,12,4,1,2
21110520331_4999,1,1,0,200000,3,37020,4,4,4,2,24,1,4,1,2
21110520331_5011,1,1,0,30000,1,26020,4,4,4,1,32,1,4,1,2
21110570471_60383,1,3,0,200000,4,26010,4,4,4,2,20,12,4,1,2
2111057071A_34512,1,2,3,800000,4,39020,4,4,4,2,21,12,4,1,2
2111058123A_60442,1,3,0,150000,3,38080,4,4,4,1,20,12,4,1,2
2111058123A_60457,1,3,0,100000,4,26010,4,4,4,1,39,3,4,2,2
21110581251_91097,1,4,1,100000,1,38330,4,4,3,2,22,12,4,1,2
21110581251_91098,1,4,0,140000,2,38070,4,4,4,1,30,1,4,2,2
21110581251_91109,1,4,0,50000,1,38070,4,3,3,1,20,12,4,1,2
2111060010A_91178,1,4,0,60000,1,38030,4,4,4,2,22,12,4,1,2
2111061028A_118672,1,5,1,500000,3,11160,4,4,4,1,33,1,4,2,2
2111061028A_118683,1,5,1,100000,3,38110,3,3,3,1,25,12,4,1,2
21110610901_148196,1,6,1,90000,1,38090,3,2,2,1,25,1,4,1,2
21110611961_202638,1,7,1,700000,2,37020,5,4,4,1,26,1,4,1,2
21110611961_202639,1,7,1,150000,1,38090,4,4,4,1,33,1,4,1,2
21110630411_206940,1,8,0,100000,2,38330,4,4,4,1,34,1,4,1,2
21110630411_206943,1,8,0,150000,2,38320,4,4,4,2,27,3,3,1,2
21110630411_206951,1,8,0,80000,2,37020,4,3,4,2,33,3,3,1,2
2111068108A_178096,1,7,1,150000,3,38100,4,4,5,1,24,12,4,1,2
21110681161_267573,1,10,0,150000,3,38030,4,4,4,1,25,1,3,1,2
2111069063A_208456,1,8,0,60000,2,38110,4,4,4,2,28,1,4,1,2
2111069063A_208464,1,8,0,100000,2,37020,4,3,4,2,36,1,4,2,2
2111069063A_208473,1,8,1,200000,4,38080,4,4,4,1,24,12,4,1,2
21110690801_293144,1,12,1,350000,2,38350,4,4,4,1,37,1,4,1,2
21110701661_5022,2,1,0,200000,2,22040,4,3,4,1,31,1,4,2,2
21110701661_5051,1,1,0,150000,3,26030,4,4,4,1,20,12,4,1,2
2111070189A_267624,1,10,1,80000,3,37010,4,4,4,2,36,11,4,2,2
2111070189A_267640,1,10,0,50000,4,38100,4,5,4,1,29,1,4,1,2
21110720571_34570,1,2,0,100000,2,38070,4,4,4,2,28,1,4,1,2
21120510361_62881,1,3,0,100000,3,37050,4,4,4,2,28,1,4,1,2
21120530041_91205,1,4,0,100000,2,38070,4,4,4,1,38,1,4,2,2
21120530041_91211,1,4,0,100000,4,38070,4,4,4,2,21,12,4,1,2
21120530041_91217,1,4,0,100000,4,38070,4,3,3,1,28,12,4,1,2
2112054089A_295523,1,12,1,300000,1,39010,5,4,4,1,36,1,4,2,2
2112054089A_295554,1,12,1,300000,4,38090,4,4,4,1,25,1,4,1,2
2112054187A_5119,1,1,3,200000,4,26310,4,4,4,1,38,1,4,2,2
2112054251A_34613,1,2,0,200000,4,26310,4,4,4,1,24,12,4,1,2
2112054251A_34617,1,2,0,200000,2,35010,4,4,4,1,32,1,4,1,2
21120561271_149426,1,6,0,80000,2,38070,3,3,3,2,29,1,4,1,2
21120561271_149432,1,6,0,100000,4,38030,4,4,4,1,38,1,4,2,2
2112056192A_91297,1,4,0,150000,4,38100,3,3,3,1,25,12,4,1,2
2112056192A_91315,1,4,1,200000,3,38400,5,4,4,1,33,3,4,2,2
2112056192A_91322,1,4,1,300000,4,38060,4,4,4,2,21,1,4,1,2
2112056Q01A_117451,1,5,0,100000,2,38110,5,4,4,2,29,1,4,1,2
2112056Q01A_117454,1,5,1,350000,3,38090,5,5,5,1,39,3,4,2,2
2112056Q01A_117466,1,5,1,350000,4,38050,5,5,4,1,28,13,4,1,2
21130510231_180405,1,7,0,200000,1,11230,4,4,4,2,28,1,4,1,2
21130510231_180412,1,7,0,200000,4,38060,4,4,4,1,27,1,4,1,2
2113053013A_206986,1,8,1,350000,3,36400,4,4,4,2,39,1,4,2,2
2113053013A_206987,1,8,1,500000,4,38090,4,4,4,2,27,1,4,1,2
2113053013A_207008,1,8,1,600000,4,36030,4,4,4,1,25,12,4,1,2
21130530641_209715,1,8,1,700000,7,37020,5,4,4,1,21,12,4,1,2
2113055013A_237469,1,9,1,400000,2,35010,4,4,4,2,32,1,4,2,2
21130550421_236678,1,9,1,200000,1,22060,4,4,4,2,32,1,4,1,2
2113056035A_267674,1,10,0,300000,4,38090,4,4,4,2,37,1,4,2,2
21130560621_267784,1,10,2,800000,2,39010,4,4,4,1,32,1,4,1,2
21130580091_321595,1,11,0,200000,4,38090,5,5,5,1,21,1,3,1,2
21130580091_321644,1,11,0,70000,2,38110,5,5,5,1,35,1,4,1,2
2113058070A_323203,1,11,0,100000,2,26020,4,4,4,2,23,1,4,1,2
2113058070A_323226,1,11,0,50000,1,38050,5,4,4,1,28,1,4,1,2
21130581211_295572,1,12,0,100000,1,38090,4,4,4,1,36,1,4,1,2
21130600061_5167,1,1,1,450000,4,38350,4,4,4,1,31,1,4,1,2
21130600671_34691,1,2,0,170000,1,38090,4,4,4,1,25,1,4,1,2
2113062004A_294294,1,12,1,300000,4,26020,5,5,5,1,26,1,4,1,2
2113062004A_294305,1,12,0,100000,4,38110,4,4,3,1,37,1,4,2,2
2113062004A_294326,1,12,1,200000,2,37020,5,5,5,2,28,1,4,1,2
21130631561_90077,1,4,1,300000,3,37020,4,4,4,1,37,1,4,1,2
21130631561_90135,1,4,0,150000,2,38030,5,4,4,2,28,1,4,1,2
2113063164A_34785,1,2,1,150000,4,38090,4,4,4,2,38,1,4,2,2
2113063164A_34800,1,2,0,150000,4,26030,4,4,4,1,20,12,4,1,2
21140510901_119063,1,5,0,120000,2,38090,5,5,5,1,22,12,4,1,2
2114053009A_117514,3,5,0,100000,1,37020,4,5,5,2,32,2,4,2,2
21140530861_150703,1,6,0,80000,5,38070,5,5,5,2,28,1,4,1,2
21140530861_150730,1,6,0,130000,4,26310,5,5,5,1,20,12,4,1,2
21140530861_150739,1,6,1,650000,5,38090,5,5,5,1,35,1,4,2,2
21140540721_178175,1,7,1,200000,7,38390,5,4,4,1,32,1,4,2,2
21140540721_178191,1,7,1,800000,7,38100,5,5,5,1,22,12,4,1,2
2114054090A_149826,1,6,1,340000,2,35380,5,5,5,2,32,1,4,1,2
2114054090A_149835,1,6,1,200000,1,32070,5,5,5,1,23,12,4,1,2
21140550301_209788,1,8,3,200000,1,36350,4,4,4,2,27,1,4,1,2
21140550301_209791,1,8,2,100000,1,38100,4,4,4,1,22,1,4,1,2
2114056002A_178245,1,7,1,130000,3,38100,5,5,5,2,38,11,4,2,2
2114056002A_178258,1,7,0,100000,2,32060,4,4,4,1,28,1,4,1,2
21140560521_237538,1,9,0,180000,3,37020,4,4,4,2,34,1,4,2,2
21140560521_237546,1,9,0,180000,2,35360,4,4,4,1,35,1,4,1,2
21140562021_265526,1,10,0,420000,1,11020,5,4,4,2,21,12,4,1,2
21140562021_265534,1,10,1,500000,3,38390,5,5,3,1,35,1,4,2,2
21140562021_265583,1,10,0,250000,1,11220,4,4,4,2,32,1,4,1,2
2114057040A_209853,1,8,2,800000,2,39010,5,5,5,1,30,1,4,1,2
2114057040A_209861,1,8,0,80000,2,37360,4,3,3,1,28,3,4,1,2
2114057040A_209886,1,8,0,100000,3,26310,5,3,3,2,29,1,4,1,2
21140591271_5274,1,1,0,80000,4,26310,5,5,5,1,27,1,4,1,2
21140591271_5316,1,1,0,150000,4,26310,5,5,5,2,30,3,4,1,2
2114060115A_265480,1,10,2,700000,2,39020,5,4,4,2,32,1,4,1,2
2114060115A_265498,1,10,0,100000,3,37070,5,5,5,1,36,1,4,2,2
21150510391_60596,1,3,0,200000,3,38090,4,4,4,2,32,11,3,2,2
2115052071A_323541,1,11,1,300000,2,37010,4,4,4,2,35,1,4,1,2
21150521081_90540,1,4,0,50000,1,37020,4,4,4,1,28,12,4,1,2
2115052152A_293220,1,12,0,30000,1,38100,4,4,4,2,36,11,4,2,2
2115052152A_293250,1,12,1,120000,1,38350,4,4,4,1,37,1,4,1,2
2115052152A_293261,1,12,1,200000,3,26010,4,4,4,2,23,1,4,1,2
2115054042A_5374,1,1,3,150000,3,37050,4,4,4,2,37,1,3,2,2
2115054092A_33802,1,2,0,100000,4,26020,4,4,4,1,29,1,4,1,2
21150550571_117558,1,5,0,250000,4,38100,4,4,4,2,31,1,4,2,2
21150550571_117572,1,5,0,50000,1,38370,4,4,4,1,25,12,4,1,2
2115057145A_90578,1,4,0,200000,4,38110,4,4,4,2,32,11,4,2,2
21150571691_178292,1,7,1,250000,3,38050,4,4,4,2,37,1,4,2,2
21150610731_207720,1,8,0,150000,2,36360,4,4,4,1,28,1,4,1,2
21150610731_207739,1,8,0,200000,4,38350,4,4,4,2,23,1,4,1,2
21150611651_238912,1,9,0,100000,4,38110,4,4,4,2,37,1,4,1,2
2115062041A_178351,1,7,3,800000,4,39010,4,4,4,2,34,1,4,2,2
2115062041A_178363,1,7,1,400000,3,31010,4,4,4,1,27,1,4,1,2
21150630241_265603,1,10,2,600000,2,39020,4,4,4,2,28,1,4,1,2
21150630241_265607,1,10,1,500000,2,37020,4,4,4,1,27,1,4,1,2
21150630241_265619,1,10,0,100000,2,26010,4,4,4,1,37,1,4,1,2
2115063055A_207048,1,8,0,150000,2,38360,4,4,4,1,37,1,4,1,2
2115063055A_207052,1,8,1,600000,3,36020,4,4,4,1,28,1,4,1,2
2115063109A_237666,1,9,0,150000,3,37010,4,4,4,1,34,1,4,1,2
2115063170A_265709,1,10,0,100000,3,37020,4,4,4,2,37,1,4,2,2
2115064075A_323295,1,11,0,40000,1,37020,4,4,4,1,28,1,4,1,2
2115064179A_293300,1,12,0,50000,1,38050,4,4,4,2,27,1,4,1,2
2115064179A_293349,1,12,0,100000,3,38310,4,4,4,1,28,1,4,1,2
21150650011_323622,1,11,0,60000,1,38050,5,4,4,2,35,1,4,1,2
21150650771_295652,1,12,0,35000,1,38100,4,4,4,2,27,1,4,1,2
2131011034A_5423,1,1,0,300000,3,38030,5,4,4,1,30,1,4,1,2
2131011034A_5429,1,1,0,100000,2,38110,4,4,4,2,38,1,4,2,2
21310110421_5542,1,1,0,150000,2,37020,5,5,5,2,24,1,4,1,2
21310110421_5559,1,1,1,250000,2,36020,4,4,4,1,35,1,4,1,2
2131011123A_32423,1,2,0,150000,3,38330,4,4,4,2,34,3,4,2,2
21310111251_32533,1,2,0,100000,2,38080,4,4,4,2,38,1,4,2,2
21310112261_60733,1,3,1,150000,3,26310,4,5,5,2,37,3,4,2,2
2131011255A_63020,1,3,0,100000,2,38110,4,4,4,2,28,3,4,1,2
21310112721_89721,1,4,1,500000,4,38090,4,4,4,2,37,3,4,2,2
21310113391_117681,1,5,1,500000,4,38080,4,4,4,1,35,2,4,2,2
21310113391_117697,1,5,0,150000,3,26310,4,4,4,2,35,11,4,2,2
21310120351_178400,1,7,1,500000,3,37410,4,4,4,1,26,13,4,1,2
21310120651_208654,1,8,1,400000,2,38330,4,3,4,1,32,1,4,1,2
2131013138A_178479,1,7,0,250000,4,38360,4,4,4,2,25,1,4,1,2
2131013138A_178520,1,7,0,180000,1,11060,4,3,3,2,33,3,4,1,2
21310131561_238687,1,9,1,200000,2,38320,4,4,4,1,28,1,4,1,2
2131013214A_208720,1,8,0,300000,4,32040,4,4,4,1,20,12,4,1,2
2131013214A_208739,1,8,0,150000,4,26310,4,3,3,2,21,12,4,1,2
2131013308A_265799,1,10,0,200000,3,38090,5,4,4,2,34,11,4,2,2
2131013308A_345043,1,10,0,100000,1,37020,4,4,4,1,21,12,4,1,2
21310133371_265847,1,10,0,900000,2,39020,5,4,4,2,32,1,4,1,2
2131013378A_323665,1,11,0,100000,2,37010,4,4,4,2,35,3,4,1,2
21310310151_323800,1,11,0,60000,2,38100,5,4,4,1,28,1,4,1,2
21310310771_293407,1,12,0,500000,4,38090,4,4,4,1,32,1,4,1,2
2131033051A_293512,1,12,0,100000,2,37020,4,4,4,1,35,1,4,1,2
22010540481_5580,1,1,2,300000,4,37050,4,3,3,2,20,12,4,1,3
22010540481_5583,1,1,0,80000,4,37100,3,3,3,1,25,12,4,1,3
2201059Q01A_5637,1,1,0,100000,2,37010,4,4,4,2,30,1,4,1,3
22020510051_149980,1,6,1,400000,4,21040,4,4,4,1,36,1,4,2,3
2202052036A_117920,1,5,0,30000,1,37010,4,4,4,1,29,1,4,1,3
22020540071_208804,1,8,1,600000,10,37010,4,4,4,2,39,1,4,2,3
2202054042A_150832,1,6,2,150000,6,37050,5,4,4,2,23,1,4,1,3
2202054042A_202568,1,6,0,300000,2,11050,5,4,4,2,32,1,4,1,3
22020540901_236243,1,9,0,60000,1,26030,4,4,4,1,24,1,4,1,3
22020550281_265886,1,10,1,200000,2,21060,4,4,4,1,32,1,4,1,3
2202056027A_178573,1,7,2,250000,3,33360,4,4,4,1,32,1,4,2,3
2202056027A_178575,1,7,1,100000,4,37360,4,4,4,1,39,1,4,2,3
2202058031A_207080,1,8,0,120000,2,37020,4,4,4,1,28,1,4,1,3
22020600841_5752,1,1,3,200000,1,37040,4,4,4,1,31,1,4,1,3
22020600841_5770,1,1,1,300000,3,37330,5,4,4,2,36,1,4,2,3
22020600841_5790,1,1,1,250000,4,21130,4,4,4,1,39,1,4,1,3
2202061067A_265945,1,10,0,100000,2,37010,4,4,4,1,31,3,4,1,3
22020610811_34993,1,2,1,300000,4,11050,4,4,4,2,25,1,4,1,3
22020630021_63178,1,3,2,400000,2,34360,4,4,3,1,28,1,4,1,3
22020631331_90668,1,4,1,700000,7,37010,5,4,4,2,32,11,4,2,3
2202066021A_294989,1,12,0,50000,1,37100,4,4,3,2,25,1,4,1,3
22020660501_150851,1,6,0,30000,1,37050,4,4,4,1,20,12,4,1,3
22020660501_150886,1,6,0,30000,1,37100,4,4,4,2,31,1,4,1,3
2202068070A_5805,1,1,4,300000,2,21090,4,4,4,2,38,11,4,2,3
2202068070A_5826,1,1,2,200000,1,38090,4,4,3,1,33,3,4,1,3
22020690811_238991,1,9,0,50000,1,37010,4,4,4,2,20,12,4,1,3
22020710401_265986,1,10,0,50000,1,37020,4,4,4,2,24,1,4,1,3
2202071055A_35051,2,2,1,30000,1,37100,4,4,4,2,32,11,4,2,3
2202071055A_35091,1,2,0,30000,1,37020,4,4,4,1,20,12,4,1,3
22020730601_320444,1,11,0,100000,1,37010,4,4,4,1,21,12,4,1,3
22020730601_320450,1,11,0,40000,1,37020,4,3,3,2,24,12,4,1,3
2202073160A_91383,1,4,2,300000,1,39010,4,4,4,2,30,1,4,1,3
2202073285A_150524,1,6,1,100000,1,37350,4,4,4,2,34,1,4,1,3
22020740681_5883,1,1,0,55000,1,37010,4,4,4,2,38,11,4,2,3
2202075013A_178710,1,7,2,100000,1,34030,4,4,4,1,26,1,4,1,3
2202075013A_178717,1,7,2,250000,1,37420,4,4,4,2,38,11,4,2,3
2202075013A_178727,1,7,0,50000,1,37100,4,4,4,2,33,11,4,2,3
2202075069A_207139,1,8,0,50000,1,37010,4,4,4,2,25,13,4,1,3
2202075255A_266032,1,10,1,100000,1,37350,4,4,4,1,34,1,4,2,3
2202075255A_266042,1,10,0,50000,1,37050,4,4,4,2,24,1,4,1,3
2202075255A_266046,1,10,0,20000,1,37100,4,4,4,1,20,12,4,1,3
2202075255A_266062,2,10,1,70000,1,37360,4,4,4,2,35,1,4,2,3
22030510491_261184,1,7,0,50000,1,37020,4,4,4,2,24,1,4,1,2
22030510491_261207,1,7,1,400000,3,38050,4,4,4,2,30,3,4,1,2
22030520571_118746,1,5,1,100000,3,37380,4,4,4,2,31,3,4,1,3
22030560531_266103,1,10,0,150000,2,21090,4,4,4,2,32,1,4,1,3
22030560531_266110,1,10,0,200000,4,38050,4,4,4,1,33,1,4,1,3
22030600571_60931,1,3,0,200000,4,37090,4,3,3,2,26,1,4,1,3
22030620121_91431,1,4,0,250000,4,21090,4,4,4,2,28,1,4,1,3
22030620631_118825,1,5,0,150000,4,21090,4,4,4,1,32,1,4,1,3
2203063012A_32782,1,2,0,100000,2,37020,4,4,4,2,27,1,4,1,3
22030630301_150084,1,6,1,500000,3,38050,4,4,4,1,32,1,4,2,3
22030650071_208993,1,8,0,150000,2,37350,4,4,4,1,31,1,4,1,3
